hash,Echo Date,Echo Time,Echo Title,Echo Duration (Minutes),Average Completion,Total Minutes Viewed,Minutes Viewed Live,Minutes Viewed VOD,Discussion Threads Started,Bookmarks,Last Opened,Last Opened Time,Participated Live,Downloads
872b7d573c52a73896be9c0ea6bdc6b3,24/07/2017,2:01:46 AM,CAB202 2017-02 Lecture 1,99,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,31/07/2017,2:00:01 AM,CAB202 Semester 2 2017  Topic 2,100,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,7/08/2017,1:58:37 AM,CAb202 2017-02 Topic 3,98,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,14/08/2017,2:01:13 AM,CAB202 2017 Semester 2 Topic 4: Functions,99,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,21/08/2017,2:02:37 AM,CAB202 2017 Semester 2 Topic 5 - Arrays,99,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,21/08/2017,2:59:38 AM,CAB202 - Topic 5 Tutorial Introduction,6,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,28/08/2017,1:59:10 AM,CAB202 2017 Semester 2 Topic 6 - Pointers,99,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,4/09/2017,1:59:32 AM,CAB202 Semester 2 2017 - topic 7 -- Teensy,105,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,4/09/2017,3:05:00 AM,CAB202: Intro to Teensy Tutorial,9,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,11/09/2017,2:07:43 AM,CAB202 2017_02 Topic 8 LCD,94,15,16,0,16,0,0,43013,0.01869213,0,0
872b7d573c52a73896be9c0ea6bdc6b3,11/09/2017,3:03:04 AM,CAB202 - Tutorial 8 Intro,10,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,18/09/2017,2:00:41 AM,CAb2022017-02 Topic 09 Assignment 2 + Debouncing + Timers,100,19,18,0,18,0,0,43013,0.156145833,0,0
872b7d573c52a73896be9c0ea6bdc6b3,18/09/2017,2:57:55 AM,CAB202 - Tutorial 9 - LCD Introduction,19,0,1,0,1,0,0,43013,0.410729167,0,0
872b7d573c52a73896be9c0ea6bdc6b3,22/09/2017,4:03:07 AM,CAB202 - Tutorial 9 Intro: LCD (Take 2),21,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,2/10/2017,3:00:17 AM,CAB202 Tutorial 10 - Introduction,26,15,4,0,4,0,0,43013,0.152569444,0,0
872b7d573c52a73896be9c0ea6bdc6b3,6/10/2017,4:01:18 AM,CAB202 - Topic 10 Intro (take 2),26,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,9/10/2017,2:05:48 AM,CAB202 Topic 10 Serial Communications,100,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,9/10/2017,2:37:25 AM,CAB202 - Topic 10 Intro,13,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,16/10/2017,2:01:04 AM,CAB202 2017 Semester 2 Topic 11 ADC  PWM  Assignment Q+A,102,0,0,0,0,0,0,0,0,,
872b7d573c52a73896be9c0ea6bdc6b3,23/10/2017,2:00:29 AM,CAB202 Lecture 13,67,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,24/07/2017,2:01:46 AM,CAB202 2017-02 Lecture 1,99,64,55,0,55,0,0,43045,0.070578704,0,0
54d001105729d32c90e5ce47012df6ca,31/07/2017,2:00:01 AM,CAB202 Semester 2 2017  Topic 2,100,65,84,0,84,0,0,42983,0.163900463,0,0
54d001105729d32c90e5ce47012df6ca,7/08/2017,1:58:37 AM,CAb202 2017-02 Topic 3,98,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,14/08/2017,2:01:13 AM,CAB202 2017 Semester 2 Topic 4: Functions,99,4,4,0,4,0,0,42983,0.124965278,0,0
54d001105729d32c90e5ce47012df6ca,21/08/2017,2:02:37 AM,CAB202 2017 Semester 2 Topic 5 - Arrays,99,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,21/08/2017,2:59:38 AM,CAB202 - Topic 5 Tutorial Introduction,6,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,28/08/2017,1:59:10 AM,CAB202 2017 Semester 2 Topic 6 - Pointers,99,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,4/09/2017,1:59:32 AM,CAB202 Semester 2 2017 - topic 7 -- Teensy,105,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,4/09/2017,3:05:00 AM,CAB202: Intro to Teensy Tutorial,9,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,11/09/2017,2:07:43 AM,CAB202 2017_02 Topic 8 LCD,94,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,11/09/2017,3:03:04 AM,CAB202 - Tutorial 8 Intro,10,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,18/09/2017,2:00:41 AM,CAb2022017-02 Topic 09 Assignment 2 + Debouncing + Timers,100,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,18/09/2017,2:57:55 AM,CAB202 - Tutorial 9 - LCD Introduction,19,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,22/09/2017,4:03:07 AM,CAB202 - Tutorial 9 Intro: LCD (Take 2),21,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,2/10/2017,3:00:17 AM,CAB202 Tutorial 10 - Introduction,26,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,6/10/2017,4:01:18 AM,CAB202 - Topic 10 Intro (take 2),26,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,9/10/2017,2:05:48 AM,CAB202 Topic 10 Serial Communications,100,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,9/10/2017,2:37:25 AM,CAB202 - Topic 10 Intro,13,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,16/10/2017,2:01:04 AM,CAB202 2017 Semester 2 Topic 11 ADC  PWM  Assignment Q+A,102,0,0,0,0,0,0,0,0,,
54d001105729d32c90e5ce47012df6ca,23/10/2017,2:00:29 AM,CAB202 Lecture 13,67,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,24/07/2017,2:01:46 AM,CAB202 2017-02 Lecture 1,99,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,31/07/2017,2:00:01 AM,CAB202 Semester 2 2017  Topic 2,100,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,7/08/2017,1:58:37 AM,CAb202 2017-02 Topic 3,98,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,14/08/2017,2:01:13 AM,CAB202 2017 Semester 2 Topic 4: Functions,99,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,21/08/2017,2:02:37 AM,CAB202 2017 Semester 2 Topic 5 - Arrays,99,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,21/08/2017,2:59:38 AM,CAB202 - Topic 5 Tutorial Introduction,6,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,28/08/2017,1:59:10 AM,CAB202 2017 Semester 2 Topic 6 - Pointers,99,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,4/09/2017,1:59:32 AM,CAB202 Semester 2 2017 - topic 7 -- Teensy,105,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,4/09/2017,3:05:00 AM,CAB202: Intro to Teensy Tutorial,9,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,11/09/2017,2:07:43 AM,CAB202 2017_02 Topic 8 LCD,94,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,11/09/2017,3:03:04 AM,CAB202 - Tutorial 8 Intro,10,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,18/09/2017,2:00:41 AM,CAb2022017-02 Topic 09 Assignment 2 + Debouncing + Timers,100,11,15,0,15,0,0,43025,0.192303241,0,0
ae595039b3670d1c67faa074b0aa05fc,18/09/2017,2:57:55 AM,CAB202 - Tutorial 9 - LCD Introduction,19,5,1,0,1,0,0,43014,0.077777778,0,0
ae595039b3670d1c67faa074b0aa05fc,22/09/2017,4:03:07 AM,CAB202 - Tutorial 9 Intro: LCD (Take 2),21,82,18,0,18,0,0,43014,0.078773148,0,0
ae595039b3670d1c67faa074b0aa05fc,2/10/2017,3:00:17 AM,CAB202 Tutorial 10 - Introduction,26,15,4,0,4,0,0,43014,0.091828704,0,0
ae595039b3670d1c67faa074b0aa05fc,6/10/2017,4:01:18 AM,CAB202 - Topic 10 Intro (take 2),26,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,9/10/2017,2:05:48 AM,CAB202 Topic 10 Serial Communications,100,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,9/10/2017,2:37:25 AM,CAB202 - Topic 10 Intro,13,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,16/10/2017,2:01:04 AM,CAB202 2017 Semester 2 Topic 11 ADC  PWM  Assignment Q+A,102,0,0,0,0,0,0,0,0,,
ae595039b3670d1c67faa074b0aa05fc,23/10/2017,2:00:29 AM,CAB202 Lecture 13,67,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,24/07/2017,2:01:46 AM,CAB202 2017-02 Lecture 1,99,19,13,0,13,0,0,42943,0.166331019,0,0
362b08cbef18e826ea663d30b5d04d40,31/07/2017,2:00:01 AM,CAB202 Semester 2 2017  Topic 2,100,64,111,0,111,0,0,42953,0.091099537,0,0
362b08cbef18e826ea663d30b5d04d40,7/08/2017,1:58:37 AM,CAb202 2017-02 Topic 3,98,70,116,0,116,0,0,42982,0.090185185,0,0
362b08cbef18e826ea663d30b5d04d40,14/08/2017,2:01:13 AM,CAB202 2017 Semester 2 Topic 4: Functions,99,47,46,0,46,0,0,42967,0.35818287,0,0
362b08cbef18e826ea663d30b5d04d40,21/08/2017,2:02:37 AM,CAB202 2017 Semester 2 Topic 5 - Arrays,99,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,21/08/2017,2:59:38 AM,CAB202 - Topic 5 Tutorial Introduction,6,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,28/08/2017,1:59:10 AM,CAB202 2017 Semester 2 Topic 6 - Pointers,99,52,51,0,51,0,0,42987,0.085752315,0,0
362b08cbef18e826ea663d30b5d04d40,4/09/2017,1:59:32 AM,CAB202 Semester 2 2017 - topic 7 -- Teensy,105,87,107,0,107,0,0,42987,0.132650463,0,0
362b08cbef18e826ea663d30b5d04d40,4/09/2017,3:05:00 AM,CAB202: Intro to Teensy Tutorial,9,100,10,0,10,0,0,42988,0.059259259,0,2
362b08cbef18e826ea663d30b5d04d40,11/09/2017,2:07:43 AM,CAB202 2017_02 Topic 8 LCD,94,1,1,0,1,0,0,42999,0.23849537,0,0
362b08cbef18e826ea663d30b5d04d40,11/09/2017,3:03:04 AM,CAB202 - Tutorial 8 Intro,10,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,18/09/2017,2:00:41 AM,CAb2022017-02 Topic 09 Assignment 2 + Debouncing + Timers,100,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,18/09/2017,2:57:55 AM,CAB202 - Tutorial 9 - LCD Introduction,19,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,22/09/2017,4:03:07 AM,CAB202 - Tutorial 9 Intro: LCD (Take 2),21,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,2/10/2017,3:00:17 AM,CAB202 Tutorial 10 - Introduction,26,100,13,0,13,0,0,43017,0.134363426,0,0
362b08cbef18e826ea663d30b5d04d40,6/10/2017,4:01:18 AM,CAB202 - Topic 10 Intro (take 2),26,95,27,0,27,0,0,43017,0.138993056,0,0
362b08cbef18e826ea663d30b5d04d40,9/10/2017,2:05:48 AM,CAB202 Topic 10 Serial Communications,100,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,9/10/2017,2:37:25 AM,CAB202 - Topic 10 Intro,13,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,16/10/2017,2:01:04 AM,CAB202 2017 Semester 2 Topic 11 ADC  PWM  Assignment Q+A,102,0,0,0,0,0,0,0,0,,
362b08cbef18e826ea663d30b5d04d40,23/10/2017,2:00:29 AM,CAB202 Lecture 13,67,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,24/07/2017,2:01:46 AM,CAB202 2017-02 Lecture 1,99,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,31/07/2017,2:00:01 AM,CAB202 Semester 2 2017  Topic 2,100,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,7/08/2017,1:58:37 AM,CAb202 2017-02 Topic 3,98,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,14/08/2017,2:01:13 AM,CAB202 2017 Semester 2 Topic 4: Functions,99,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,21/08/2017,2:02:37 AM,CAB202 2017 Semester 2 Topic 5 - Arrays,99,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,21/08/2017,2:59:38 AM,CAB202 - Topic 5 Tutorial Introduction,6,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,28/08/2017,1:59:10 AM,CAB202 2017 Semester 2 Topic 6 - Pointers,99,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,4/09/2017,1:59:32 AM,CAB202 Semester 2 2017 - topic 7 -- Teensy,105,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,4/09/2017,3:05:00 AM,CAB202: Intro to Teensy Tutorial,9,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,11/09/2017,2:07:43 AM,CAB202 2017_02 Topic 8 LCD,94,29,25,0,25,0,0,43000,0.149490741,0,0
6356be2af8942824196216aee572c073,11/09/2017,3:03:04 AM,CAB202 - Tutorial 8 Intro,10,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,18/09/2017,2:00:41 AM,CAb2022017-02 Topic 09 Assignment 2 + Debouncing + Timers,100,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,18/09/2017,2:57:55 AM,CAB202 - Tutorial 9 - LCD Introduction,19,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,22/09/2017,4:03:07 AM,CAB202 - Tutorial 9 Intro: LCD (Take 2),21,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,2/10/2017,3:00:17 AM,CAB202 Tutorial 10 - Introduction,26,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,6/10/2017,4:01:18 AM,CAB202 - Topic 10 Intro (take 2),26,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,9/10/2017,2:05:48 AM,CAB202 Topic 10 Serial Communications,100,25,28,0,28,0,0,43028,0.222962963,0,0
6356be2af8942824196216aee572c073,9/10/2017,2:37:25 AM,CAB202 - Topic 10 Intro,13,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,16/10/2017,2:01:04 AM,CAB202 2017 Semester 2 Topic 11 ADC  PWM  Assignment Q+A,102,0,0,0,0,0,0,0,0,,
6356be2af8942824196216aee572c073,23/10/2017,2:00:29 AM,CAB202 Lecture 13,67,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,24/07/2017,2:01:46 AM,CAB202 2017-02 Lecture 1,99,35,45,0,45,0,0,42947,0.093599537,0,0
6681bb0816a7d9234a1e348ddcc570e2,31/07/2017,2:00:01 AM,CAB202 Semester 2 2017  Topic 2,100,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,7/08/2017,1:58:37 AM,CAb202 2017-02 Topic 3,98,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,14/08/2017,2:01:13 AM,CAB202 2017 Semester 2 Topic 4: Functions,99,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,21/08/2017,2:02:37 AM,CAB202 2017 Semester 2 Topic 5 - Arrays,99,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,21/08/2017,2:59:38 AM,CAB202 - Topic 5 Tutorial Introduction,6,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,28/08/2017,1:59:10 AM,CAB202 2017 Semester 2 Topic 6 - Pointers,99,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,4/09/2017,1:59:32 AM,CAB202 Semester 2 2017 - topic 7 -- Teensy,105,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,4/09/2017,3:05:00 AM,CAB202: Intro to Teensy Tutorial,9,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,11/09/2017,2:07:43 AM,CAB202 2017_02 Topic 8 LCD,94,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,11/09/2017,3:03:04 AM,CAB202 - Tutorial 8 Intro,10,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,18/09/2017,2:00:41 AM,CAb2022017-02 Topic 09 Assignment 2 + Debouncing + Timers,100,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,18/09/2017,2:57:55 AM,CAB202 - Tutorial 9 - LCD Introduction,19,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,22/09/2017,4:03:07 AM,CAB202 - Tutorial 9 Intro: LCD (Take 2),21,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,2/10/2017,3:00:17 AM,CAB202 Tutorial 10 - Introduction,26,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,6/10/2017,4:01:18 AM,CAB202 - Topic 10 Intro (take 2),26,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,9/10/2017,2:05:48 AM,CAB202 Topic 10 Serial Communications,100,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,9/10/2017,2:37:25 AM,CAB202 - Topic 10 Intro,13,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,16/10/2017,2:01:04 AM,CAB202 2017 Semester 2 Topic 11 ADC  PWM  Assignment Q+A,102,0,0,0,0,0,0,0,0,,
6681bb0816a7d9234a1e348ddcc570e2,23/10/2017,2:00:29 AM,CAB202 Lecture 13,67,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,24/07/2017,2:01:46 AM,CAB202 2017-02 Lecture 1,99,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,31/07/2017,2:00:01 AM,CAB202 Semester 2 2017  Topic 2,100,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,7/08/2017,1:58:37 AM,CAb202 2017-02 Topic 3,98,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,14/08/2017,2:01:13 AM,CAB202 2017 Semester 2 Topic 4: Functions,99,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,21/08/2017,2:02:37 AM,CAB202 2017 Semester 2 Topic 5 - Arrays,99,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,21/08/2017,2:59:38 AM,CAB202 - Topic 5 Tutorial Introduction,6,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,28/08/2017,1:59:10 AM,CAB202 2017 Semester 2 Topic 6 - Pointers,99,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,4/09/2017,1:59:32 AM,CAB202 Semester 2 2017 - topic 7 -- Teensy,105,47,50,0,50,0,0,42983,0.069965278,0,0
af6bd8fe7e909679540a3406f78cacd3,4/09/2017,3:05:00 AM,CAB202: Intro to Teensy Tutorial,9,38,3,0,3,0,0,42983,0.032719907,0,0
af6bd8fe7e909679540a3406f78cacd3,11/09/2017,2:07:43 AM,CAB202 2017_02 Topic 8 LCD,94,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,11/09/2017,3:03:04 AM,CAB202 - Tutorial 8 Intro,10,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,18/09/2017,2:00:41 AM,CAb2022017-02 Topic 09 Assignment 2 + Debouncing + Timers,100,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,18/09/2017,2:57:55 AM,CAB202 - Tutorial 9 - LCD Introduction,19,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,22/09/2017,4:03:07 AM,CAB202 - Tutorial 9 Intro: LCD (Take 2),21,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,2/10/2017,3:00:17 AM,CAB202 Tutorial 10 - Introduction,26,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,6/10/2017,4:01:18 AM,CAB202 - Topic 10 Intro (take 2),26,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,9/10/2017,2:05:48 AM,CAB202 Topic 10 Serial Communications,100,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,9/10/2017,2:37:25 AM,CAB202 - Topic 10 Intro,13,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,16/10/2017,2:01:04 AM,CAB202 2017 Semester 2 Topic 11 ADC  PWM  Assignment Q+A,102,0,0,0,0,0,0,0,0,,
af6bd8fe7e909679540a3406f78cacd3,23/10/2017,2:00:29 AM,CAB202 Lecture 13,67,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,24/07/2017,2:01:46 AM,CAB202 2017-02 Lecture 1,99,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,31/07/2017,2:00:01 AM,CAB202 Semester 2 2017  Topic 2,100,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,7/08/2017,1:58:37 AM,CAb202 2017-02 Topic 3,98,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,14/08/2017,2:01:13 AM,CAB202 2017 Semester 2 Topic 4: Functions,99,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,21/08/2017,2:02:37 AM,CAB202 2017 Semester 2 Topic 5 - Arrays,99,100,99,0,99,0,0,42968,0.382685185,0,0
92f0e64800fc85ea4c3882c3a9eb50e0,21/08/2017,2:59:38 AM,CAB202 - Topic 5 Tutorial Introduction,6,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,28/08/2017,1:59:10 AM,CAB202 2017 Semester 2 Topic 6 - Pointers,99,79,78,0,78,0,0,42976,0.122222222,0,0
92f0e64800fc85ea4c3882c3a9eb50e0,4/09/2017,1:59:32 AM,CAB202 Semester 2 2017 - topic 7 -- Teensy,105,41,47,0,47,0,0,42983,0.360983796,0,0
92f0e64800fc85ea4c3882c3a9eb50e0,4/09/2017,3:05:00 AM,CAB202: Intro to Teensy Tutorial,9,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,11/09/2017,2:07:43 AM,CAB202 2017_02 Topic 8 LCD,94,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,11/09/2017,3:03:04 AM,CAB202 - Tutorial 8 Intro,10,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,18/09/2017,2:00:41 AM,CAb2022017-02 Topic 09 Assignment 2 + Debouncing + Timers,100,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,18/09/2017,2:57:55 AM,CAB202 - Tutorial 9 - LCD Introduction,19,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,22/09/2017,4:03:07 AM,CAB202 - Tutorial 9 Intro: LCD (Take 2),21,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,2/10/2017,3:00:17 AM,CAB202 Tutorial 10 - Introduction,26,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,6/10/2017,4:01:18 AM,CAB202 - Topic 10 Intro (take 2),26,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,9/10/2017,2:05:48 AM,CAB202 Topic 10 Serial Communications,100,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,9/10/2017,2:37:25 AM,CAB202 - Topic 10 Intro,13,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,16/10/2017,2:01:04 AM,CAB202 2017 Semester 2 Topic 11 ADC  PWM  Assignment Q+A,102,0,0,0,0,0,0,0,0,,
92f0e64800fc85ea4c3882c3a9eb50e0,23/10/2017,2:00:29 AM,CAB202 Lecture 13,67,0,0,0,0,0,0,0,1,,
f97850ef12876c3e0c353685c3382bb4,24/07/2017,2:01:46 AM,CAB202 2017-02 Lecture 1,99,0,0,0,0,0,0,0,0,,
f97850ef12876c3e0c353685c3382bb4,31/07/2017,2:00:01 AM,CAB202 Semester 2 2017  Topic 2,100,0,0,0,0,0,0,0,0,,
f97850ef12876c3e0c353685c3382bb4,7/08/2017,1:58:37 AM,CAb202 2017-02 Topic 3,98,0,0,0,0,0,0,0,0,,
f97850ef12876c3e0c353685c3382bb4,14/08/2017,2:01:13 AM,CAB202 2017 Semester 2 Topic 4: Functions,99,0,0,0,0,0,0,0,0,,
f97850ef12876c3e0c353685c3382bb4,21/08/2017,2:02:37 AM,CAB202 2017 Semester 2 Topic 5 - Arrays,99,63,63,0,63,0,0,42968,0.267048611,0,0
f97850ef12876c3e0c353685c3382bb4,21/08/2017,2:59:38 AM,CAB202 - Topic 5 Tutorial Introduction,6,0,0,0,0,0,0,0,0,,
f97850ef12876c3e0c353685c3382bb4,28/08/2017,1:59:10 AM,CAB202 2017 Semester 2 Topic 6 - Pointers,99,0,0,0,0,0,0,0,0,,
f97850ef12876c3e0c353685c3382bb4,4/09/2017,1:59:32 AM,CAB202 Semester 2 2017 - topic 7 -- Teensy,105,0,0,0,0,0,0,0,0,,
f97850ef12876c3e0c353685c3382bb4,4/09/2017,3:05:00 AM,CAB202: Intro to Teensy Tutorial,9,0,0,0,0,0,0,0,0,,
f97850ef12876c3e0c353685c3382bb4,11/09/2017,2:07:43 AM,CAB202 2017_02 Topic 8 LCD,94,0,0,0,0,0,0,0,0,,
f97850ef12876c3e0c353685c3382bb4,11/09/2017,3:03:04 AM,CAB202 - Tutorial 8 Intro,10,0,0,0,0,0,0,0,0,,
